Month,Day ,Hour,"Fresno, CA"
2,7,14,0.515414736
2,7,15,0.547219008
2,7,16,0.228105591
2,7,17,0
2,7,18,0
2,7,19,0
2,7,20,0
2,7,21,0
2,7,22,0
2,7,23,0
2,7,24,0
2,8,1,0
2,8,2,0
2,8,3,0
2,8,4,0
2,8,5,0
2,8,6,0
2,8,7,0
2,8,8,0
2,8,9,0.098565568
2,8,10,0.166658983
2,8,11,0.235424154
2,8,12,0.297992353
2,8,13,0.27176349
2,8,14,0.336063907
2,8,15,0.267794269
2,8,16,0.09479964
2,8,17,0
2,8,18,0
2,8,19,0
2,8,20,0
2,8,21,0
2,8,22,0
2,8,23,0
2,8,24,0
2,9,1,0
2,9,2,0
2,9,3,0
2,9,4,0
2,9,5,0
2,9,6,0
2,9,7,0
2,9,8,0
2,9,9,0.135000756
2,9,10,0.121833617
2,9,11,0.294037361
2,9,12,0.349139318
2,9,13,0.207430824
2,9,14,0.291279694
2,9,15,0.250848898
2,9,16,0.087446074
2,9,17,0
2,9,18,0
2,9,19,0
2,9,20,0
2,9,21,0
2,9,22,0
2,9,23,0
2,9,24,0
2,10,1,0
2,10,2,0
2,10,3,0
2,10,4,0
2,10,5,0
2,10,6,0
2,10,7,0
2,10,8,0
2,10,9,0.177288641
2,10,10,0.595792924
2,10,11,0.763658177
2,10,12,0.90123221
2,10,13,0.900501688
2,10,14,0.83380305
2,10,15,0.710795358
2,10,16,0.506400056
2,10,17,0
2,10,18,0
2,10,19,0
2,10,20,0
2,10,21,0
2,10,22,0
2,10,23,0
2,10,24,0
2,11,1,0
2,11,2,0
2,11,3,0
2,11,4,0
2,11,5,0
2,11,6,0
2,11,7,0
2,11,8,0
2,11,9,0.386626041
2,11,10,0.623420003
2,11,11,0.785233582
2,11,12,0.869922947
2,11,13,0.876706911
2,11,14,0.816639021
2,11,15,0.683853292
2,11,16,0.477725119
2,11,17,0
2,11,18,0
2,11,19,0
2,11,20,0
2,11,21,0
2,11,22,0
2,11,23,0
2,11,24,0
2,12,1,0
2,12,2,0
2,12,3,0
2,12,4,0
2,12,5,0
2,12,6,0
2,12,7,0
2,12,8,0
2,12,9,0.253385103
2,12,10,0.207804386
2,12,11,0.862969105
2,12,12,0.78620114
2,12,13,0.840537872
2,12,14,0.809339313
2,12,15,0.706161942
2,12,16,0.504426637
2,12,17,0
2,12,18,0
2,12,19,0
2,12,20,0
2,12,21,0
2,12,22,0
2,12,23,0
2,12,24,0
2,13,1,0
2,13,2,0
2,13,3,0
2,13,4,0
2,13,5,0
2,13,6,0
2,13,7,0
2,13,8,0
2,13,9,0.364704681
2,13,10,0.63227972
2,13,11,0.728955373
2,13,12,0.788489995
2,13,13,0.909770236
2,13,14,0.567867187
2,13,15,0.670008729
2,13,16,0.432880351
2,13,17,0
2,13,18,0
2,13,19,0
2,13,20,0
2,13,21,0
2,13,22,0
2,13,23,0
2,13,24,0
2,14,1,0
2,14,2,0
2,14,3,0
2,14,4,0
2,14,5,0
2,14,6,0
2,14,7,0
2,14,8,0
2,14,9,0.124309795
2,14,10,0.190576818
2,14,11,0.425524681
2,14,12,0.547831878
2,14,13,0.708266454
2,14,14,0.720827979
2,14,15,0.594399343
2,14,16,0.181770521
2,14,17,0.057391514
2,14,18,0
2,14,19,0
2,14,20,0
2,14,21,0
2,14,22,0
2,14,23,0
2,14,24,0
2,15,1,0
2,15,2,0
2,15,3,0
2,15,4,0
2,15,5,0
2,15,6,0
2,15,7,0
2,15,8,0
2,15,9,0.222125665
2,15,10,0.167336221
2,15,11,0.322794545
2,15,12,0.267917183
2,15,13,0.230794368
2,15,14,0.366430594
2,15,15,0.616839277
2,15,16,0.361913618
2,15,17,0.19782409
2,15,18,0
2,15,19,0
2,15,20,0
2,15,21,0
2,15,22,0
2,15,23,0
2,15,24,0
2,16,1,0
2,16,2,0
2,16,3,0
2,16,4,0
2,16,5,0
2,16,6,0
2,16,7,0
2,16,8,0
2,16,9,0.140027574
2,16,10,0.175037402
2,16,11,0.278260202
2,16,12,0.223758649
2,16,13,0.19610504
2,16,14,0.271222429
2,16,15,0.20400446
2,16,16,0.142246503
2,16,17,0.084508995
2,16,18,0
2,16,19,0
2,16,20,0
2,16,21,0
2,16,22,0
2,16,23,0
2,16,24,0
2,17,1,0
2,17,2,0
2,17,3,0
2,17,4,0
2,17,5,0
2,17,6,0
2,17,7,0
2,17,8,0
2,17,9,0.133023539
2,17,10,0.241038971
2,17,11,0.282478765
2,17,12,0.366975979
2,17,13,0.318832392
2,17,14,0.332100735
2,17,15,0.438523124
2,17,16,0.267428416
2,17,17,0.171399759
2,17,18,0
2,17,19,0
2,17,20,0
2,17,21,0
2,17,22,0
2,17,23,0
2,17,24,0
2,18,1,0
2,18,2,0
2,18,3,0
2,18,4,0
2,18,5,0
2,18,6,0
2,18,7,0
2,18,8,0
2,18,9,0.237930125
2,18,10,0.599723363
2,18,11,0.716535879
2,18,12,0.460209716
2,18,13,0.512730165
2,18,14,0.605782649
2,18,15,0.58500055
2,18,16,0.413612809
2,18,17,0.210759977
2,18,18,0
2,18,19,0
2,18,20,0
2,18,21,0
2,18,22,0
2,18,23,0
2,18,24,0
2,19,1,0
2,19,2,0
2,19,3,0
2,19,4,0
2,19,5,0
2,19,6,0
2,19,7,0
2,19,8,0
2,19,9,0.242342952
2,19,10,0.470278956
2,19,11,0.548030697
2,19,12,0.726001545
2,19,13,0.647904363
2,19,14,0.699764386
2,19,15,0.633703562
2,19,16,0.344937968
2,19,17,0.165017055
2,19,18,0
2,19,19,0
2,19,20,0
2,19,21,0
2,19,22,0
2,19,23,0
2,19,24,0
2,20,1,0
2,20,2,0
2,20,3,0
2,20,4,0
2,20,5,0
2,20,6,0
2,20,7,0
2,20,8,0
2,20,9,0.471067999
2,20,10,0.70531973
2,20,11,0.796909905
2,20,12,0.73217419
2,20,13,0.670821106
2,20,14,0.579734182
2,20,15,0.717266716
2,20,16,0.554616521
2,20,17,0.288488195
2,20,18,0
2,20,19,0
2,20,20,0
2,20,21,0
2,20,22,0
2,20,23,0
2,20,24,0
2,21,1,0
2,21,2,0
2,21,3,0
2,21,4,0
2,21,5,0
2,21,6,0
2,21,7,0
2,21,8,0
2,21,9,0.35456518
2,21,10,0.588533845
2,21,11,0.758164626
2,21,12,0.849038723
2,21,13,0.862838201
2,21,14,0.752714273
2,21,15,0.576752847
2,21,16,0.384218412
2,21,17,0.168775593
2,21,18,0
2,21,19,0
2,21,20,0
2,21,21,0
2,21,22,0
2,21,23,0
2,21,24,0
2,22,1,0
2,22,2,0
2,22,3,0
2,22,4,0
2,22,5,0
2,22,6,0
2,22,7,0
2,22,8,0
2,22,9,0.270320977
2,22,10,0.481686004
2,22,11,0.457135819
2,22,12,0.719336289
2,22,13,0.613555965
2,22,14,0.63947582
2,22,15,0.440006268
2,22,16,0.332608122
2,22,17,0.100836656
2,22,18,0
2,22,19,0
2,22,20,0
2,22,21,0
2,22,22,0
2,22,23,0
2,22,24,0
2,23,1,0
2,23,2,0
2,23,3,0
2,23,4,0
2,23,5,0
2,23,6,0
2,23,7,0
2,23,8,0
2,23,9,0.336395077
2,23,10,0.546168954
2,23,11,0.682890573
2,23,12,0.543865175
2,23,13,0.218987909
2,23,14,0.236242758
2,23,15,0.236479045
2,23,16,0.167748974
2,23,17,0.056392455
2,23,18,0
2,23,19,0
2,23,20,0
2,23,21,0
2,23,22,0
2,23,23,0
2,23,24,0
2,24,1,0
2,24,2,0
2,24,3,0
2,24,4,0
2,24,5,0
2,24,6,0
2,24,7,0
2,24,8,0.163158286
2,24,9,0.44421093
2,24,10,0.674931291
2,24,11,0.836299421
2,24,12,0.921197843
2,24,13,0.935856378
2,24,14,0.873325577
2,24,15,0.734840231
2,24,16,0.531897939
2,24,17,0.268287146
2,24,18,0
2,24,19,0
2,24,20,0
2,24,21,0
2,24,22,0
2,24,23,0
2,24,24,0
2,25,1,0
2,25,2,0
2,25,3,0
2,25,4,0
2,25,5,0
2,25,6,0
2,25,7,0
2,25,8,0.104283213
2,25,9,0.335645029
2,25,10,0.551017833
2,25,11,0.691393879
2,25,12,0.850275335
2,25,13,0.776651808
2,25,14,0.773936983
2,25,15,0.593369463
2,25,16,0.439325185
2,25,17,0.186829759
2,25,18,0
2,25,19,0
2,25,20,0
2,25,21,0
2,25,22,0
2,25,23,0
2,25,24,0
2,26,1,0
2,26,2,0
2,26,3,0
2,26,4,0
2,26,5,0
2,26,6,0
2,26,7,0
2,26,8,0.103753415
2,26,9,0.389277453
2,26,10,0.642549391
2,26,11,0.706554409
2,26,12,0.850664835
2,26,13,0.826177418
2,26,14,0.623005211
2,26,15,0.681598419
2,26,16,0.250578157
2,26,17,0.21732047
2,26,18,0
2,26,19,0
2,26,20,0
2,26,21,0
2,26,22,0
2,26,23,0
2,26,24,0
2,27,1,0
2,27,2,0
2,27,3,0
2,27,4,0
2,27,5,0
2,27,6,0
2,27,7,0
2,27,8,0.165865391
2,27,9,0.441605382
2,27,10,0.671030579
2,27,11,0.833596229
2,27,12,0.8472495
2,27,13,0.848193109
2,27,14,0.778958335
2,27,15,0.684130865
2,27,16,0.476090087
2,27,17,0.257172467
2,27,18,0
2,27,19,0
2,27,20,0
2,27,21,0
2,27,22,0
2,27,23,0
2,27,24,0
2,28,1,0
2,28,2,0
2,28,3,0
2,28,4,0
2,28,5,0
2,28,6,0
2,28,7,0
2,28,8,0.153348938
2,28,9,0.420986471
2,28,10,0.665552703
2,28,11,0.767275312
2,28,12,0.83476925
2,28,13,0.818852131
2,28,14,0.726598454
2,28,15,0.580397411
2,28,16,0.423224729
2,28,17,0.233338694
2,28,18,0
2,28,19,0
2,28,20,0
2,28,21,0
2,28,22,0
2,28,23,0
2,28,24,0
3,1,1,0
3,1,2,0
3,1,3,0
3,1,4,0
3,1,5,0
3,1,6,0
3,1,7,0
3,1,8,0.064487297
3,1,9,0.312077226
3,1,10,0.335035189
3,1,11,0.37709172
3,1,12,0.323338757
3,1,13,0.323690172
3,1,14,0.61132075
3,1,15,0.31548677
3,1,16,0.160204987
3,1,17,0.10082421
3,1,18,0
3,1,19,0
3,1,20,0
3,1,21,0
3,1,22,0
3,1,23,0
3,1,24,0
3,2,1,0
3,2,2,0
3,2,3,0
3,2,4,0
3,2,5,0
3,2,6,0
3,2,7,0
3,2,8,0.046000676
3,2,9,0.134631704
3,2,10,0.201946721
3,2,11,0.515258017
3,2,12,0.902771824
3,2,13,0.919833145
3,2,14,0.848736397
3,2,15,0.716474422
3,2,16,0.522011489
3,2,17,0.267416862
3,2,18,0
3,2,19,0
3,2,20,0
3,2,21,0
3,2,22,0
3,2,23,0
3,2,24,0
3,3,1,0
3,3,2,0
3,3,3,0
3,3,4,0
3,3,5,0
3,3,6,0
3,3,7,0
3,3,8,0.187188228
3,3,9,0.460016302
3,3,10,0.678231267
3,3,11,0.826048183
3,3,12,0.901829755
3,3,13,0.9052791
3,3,14,0.848407707
3,3,15,0.721645718
3,3,16,0.5249387
3,3,17,0.275284097
3,3,18,0
3,3,19,0
3,3,20,0
3,3,21,0
3,3,22,0
3,3,23,0
3,3,24,0
3,4,1,0
3,4,2,0
3,4,3,0
3,4,4,0
3,4,5,0
3,4,6,0
3,4,7,0
3,4,8,0.172681226
3,4,9,0.413219363
3,4,10,0.646892102
3,4,11,0.763555151
3,4,12,0.630503446
3,4,13,0.761395284
3,4,14,0.735931838
3,4,15,0.492465667
3,4,16,0.466764453
3,4,17,0.152333131
3,4,18,0
3,4,19,0
3,4,20,0
3,4,21,0
3,4,22,0
3,4,23,0
3,4,24,0
3,5,1,0
3,5,2,0
3,5,3,0
3,5,4,0
3,5,5,0
3,5,6,0
3,5,7,0
3,5,8,0.17001255
3,5,9,0.439565183
3,5,10,0.65739589
3,5,11,0.764944479
3,5,12,0.813042619
3,5,13,0.866476332
3,5,14,0.785801322
3,5,15,0.603868602
3,5,16,0.345295749
3,5,17,0.194304317
3,5,18,0
3,5,19,0
3,5,20,0
3,5,21,0
3,5,22,0
3,5,23,0
3,5,24,0
3,6,1,0
3,6,2,0
3,6,3,0
3,6,4,0
3,6,5,0
3,6,6,0
3,6,7,0
3,6,8,0.073741152
3,6,9,0.388938781
3,6,10,0.659245574
3,6,11,0.579457306
3,6,12,0.771821843
3,6,13,0.771167551
3,6,14,0.727112802
3,6,15,0.707979517
3,6,16,0.527667234
3,6,17,0.2188759
3,6,18,0
3,6,19,0
3,6,20,0
3,6,21,0
3,6,22,0
3,6,23,0
3,6,24,0
3,7,1,0
3,7,2,0
3,7,3,0
3,7,4,0
3,7,5,0
3,7,6,0
3,7,7,0
3,7,8,0.060181465
3,7,9,0.171108614
3,7,10,0.139942081
3,7,11,0.302172073
3,7,12,0.331605913
3,7,13,0.321230357
3,7,14,0.269917932
3,7,15,0.264478241
3,7,16,0.163795177
3,7,17,0.089061863
3,7,18,0
3,7,19,0
3,7,20,0
3,7,21,0
3,7,22,0
3,7,23,0
3,7,24,0
3,8,1,0
3,8,2,0
3,8,3,0
3,8,4,0
3,8,5,0
3,8,6,0
3,8,7,0
3,8,8,0.127933204
3,8,9,0.289451192
3,8,10,0.169813356
3,8,11,0.355506567
3,8,12,0.274565572
3,8,13,0.357005517
