Month,Day ,Hour,"Worchester, MA"
2,6,14,0.657642364
2,6,15,0.402595111
2,6,16,0.107466885
2,6,17,0
2,6,18,0
2,6,19,0
2,6,20,0
2,6,21,0
2,6,22,0
2,6,23,0
2,6,24,0
2,7,1,0
2,7,2,0
2,7,3,0
2,7,4,0
2,7,5,0
2,7,6,0
2,7,7,0
2,7,8,0
2,7,9,0.173308354
2,7,10,0.738377393
2,7,11,0.774167693
2,7,12,0.913696764
2,7,13,0.825149867
2,7,14,0.634451513
2,7,15,0.372290328
2,7,16,0.108054245
2,7,17,0
2,7,18,0
2,7,19,0
2,7,20,0
2,7,21,0
2,7,22,0
2,7,23,0
2,7,24,0
2,8,1,0
2,8,2,0
2,8,3,0
2,8,4,0
2,8,5,0
2,8,6,0
2,8,7,0
2,8,8,0
2,8,9,0.564961289
2,8,10,0.781616424
2,8,11,0.883174675
2,8,12,0.881602363
2,8,13,0.789263616
2,8,14,0.622755773
2,8,15,0.38154849
2,8,16,0.105277837
2,8,17,0
2,8,18,0
2,8,19,0
2,8,20,0
2,8,21,0
2,8,22,0
2,8,23,0
2,8,24,0
2,9,1,0
2,9,2,0
2,9,3,0
2,9,4,0
2,9,5,0
2,9,6,0
2,9,7,0
2,9,8,0
2,9,9,0.459066444
2,9,10,0.613693116
2,9,11,0.745659489
2,9,12,0.653955304
2,9,13,0.372966473
2,9,14,0.410244866
2,9,15,0.297452226
2,9,16,0.090987506
2,9,17,0
2,9,18,0
2,9,19,0
2,9,20,0
2,9,21,0
2,9,22,0
2,9,23,0
2,9,24,0
2,10,1,0
2,10,2,0
2,10,3,0
2,10,4,0
2,10,5,0
2,10,6,0
2,10,7,0
2,10,8,0
2,10,9,0.321164699
2,10,10,0.654036201
2,10,11,0.708522079
2,10,12,0.678983346
2,10,13,0.44852327
2,10,14,0.524313223
2,10,15,0.365719877
2,10,16,0.103725401
2,10,17,0
2,10,18,0
2,10,19,0
2,10,20,0
2,10,21,0
2,10,22,0
2,10,23,0
2,10,24,0
2,11,1,0
2,11,2,0
2,11,3,0
2,11,4,0
2,11,5,0
2,11,6,0
2,11,7,0
2,11,8,0
2,11,9,0.518721009
2,11,10,0.581491939
2,11,11,0.797545027
2,11,12,0.594649886
2,11,13,0.744847144
2,11,14,0.585165563
2,11,15,0.358965066
2,11,16,0.098348551
2,11,17,0
2,11,18,0
2,11,19,0
2,11,20,0
2,11,21,0
2,11,22,0
2,11,23,0
2,11,24,0
2,12,1,0
2,12,2,0
2,12,3,0
2,12,4,0
2,12,5,0
2,12,6,0
2,12,7,0
2,12,8,0
2,12,9,0.271717807
2,12,10,0.266362649
2,12,11,0.38598475
2,12,12,0.211273711
2,12,13,0.264851885
2,12,14,0.195252579
2,12,15,0.14991967
2,12,16,0.075345463
2,12,17,0
2,12,18,0
2,12,19,0
2,12,20,0
2,12,21,0
2,12,22,0
2,12,23,0
2,12,24,0
2,13,1,0
2,13,2,0
2,13,3,0
2,13,4,0
2,13,5,0
2,13,6,0
2,13,7,0
2,13,8,0
2,13,9,0.165568167
2,13,10,0.133996878
2,13,11,0.347072932
2,13,12,0.381189231
2,13,13,0.218802328
2,13,14,0.276996098
2,13,15,0.217700794
2,13,16,0.079117266
2,13,17,0
2,13,18,0
2,13,19,0
2,13,20,0
2,13,21,0
2,13,22,0
2,13,23,0
2,13,24,0
2,14,1,0
2,14,2,0
2,14,3,0
2,14,4,0
2,14,5,0
2,14,6,0
2,14,7,0
2,14,8,0.075074299
2,14,9,0.253713453
2,14,10,0.363741679
2,14,11,0.475847336
2,14,12,0.796042035
2,14,13,0.660090498
2,14,14,0.549446451
2,14,15,0.384018282
2,14,16,0.108218953
2,14,17,0
2,14,18,0
2,14,19,0
2,14,20,0
2,14,21,0
2,14,22,0
2,14,23,0
2,14,24,0
2,15,1,0
2,15,2,0
2,15,3,0
2,15,4,0
2,15,5,0
2,15,6,0
2,15,7,0
2,15,8,0.023209546
2,15,9,0.095097296
2,15,10,0.211483041
2,15,11,0.34457165
2,15,12,0.464720036
2,15,13,0.739381549
2,15,14,0.554431013
2,15,15,0.338076742
2,15,16,0.116682543
2,15,17,0
2,15,18,0
2,15,19,0
2,15,20,0
2,15,21,0
2,15,22,0
2,15,23,0
2,15,24,0
2,16,1,0
2,16,2,0
2,16,3,0
2,16,4,0
2,16,5,0
2,16,6,0
2,16,7,0
2,16,8,0.324188123
2,16,9,0.605423064
2,16,10,0.839523187
2,16,11,0.856305178
2,16,12,0.888567717
2,16,13,0.858832728
2,16,14,0.681506858
2,16,15,0.429177032
2,16,16,0.125918711
2,16,17,0
2,16,18,0
2,16,19,0
2,16,20,0
2,16,21,0
2,16,22,0
2,16,23,0
2,16,24,0
2,17,1,0
2,17,2,0
2,17,3,0
2,17,4,0
2,17,5,0
2,17,6,0
2,17,7,0
2,17,8,0.272151365
2,17,9,0.621093599
2,17,10,0.834231594
2,17,11,0.930843101
2,17,12,0.929132721
2,17,13,0.836695869
2,17,14,0.66363099
2,17,15,0.414338757
2,17,16,0.125014245
2,17,17,0
2,17,18,0
2,17,19,0
2,17,20,0
2,17,21,0
2,17,22,0
2,17,23,0
2,17,24,0
2,18,1,0
2,18,2,0
2,18,3,0
2,18,4,0
2,18,5,0
2,18,6,0
2,18,7,0
2,18,8,0.296005662
2,18,9,0.621293652
2,18,10,0.816906033
2,18,11,0.912320495
2,18,12,0.910049347
2,18,13,0.823392504
2,18,14,0.623245233
2,18,15,0.398676916
2,18,16,0.11495793
2,18,17,0
2,18,18,0
2,18,19,0
2,18,20,0
2,18,21,0
2,18,22,0
2,18,23,0
2,18,24,0
2,19,1,0
2,19,2,0
2,19,3,0
2,19,4,0
2,19,5,0
2,19,6,0
2,19,7,0
2,19,8,0.041275333
2,19,9,0.12395195
2,19,10,0.193168229
2,19,11,0.249537271
2,19,12,0.353593892
2,19,13,0.383394876
2,19,14,0.271855258
2,19,15,0.208803372
2,19,16,0.085597199
2,19,17,0
2,19,18,0
2,19,19,0
2,19,20,0
2,19,21,0
2,19,22,0
2,19,23,0
2,19,24,0
2,20,1,0
2,20,2,0
2,20,3,0
2,20,4,0
2,20,5,0
2,20,6,0
2,20,7,0
2,20,8,0.085020632
2,20,9,0.172012457
2,20,10,0.244871176
2,20,11,0.265937098
2,20,12,0.325969185
2,20,13,0.344446406
2,20,14,0.297942471
2,20,15,0.240481446
2,20,16,0.109230707
2,20,17,0
2,20,18,0
2,20,19,0
2,20,20,0
2,20,21,0
2,20,22,0
2,20,23,0
2,20,24,0
2,21,1,0
2,21,2,0
2,21,3,0
2,21,4,0
2,21,5,0
2,21,6,0
2,21,7,0
2,21,8,0.364418419
2,21,9,0.383513976
2,21,10,0.203225689
2,21,11,0.369598625
2,21,12,0.364377481
2,21,13,0.422324503
2,21,14,0.447108261
2,21,15,0.344974188
2,21,16,0.152895689
2,21,17,0
2,21,18,0
2,21,19,0
2,21,20,0
2,21,21,0
2,21,22,0
2,21,23,0
2,21,24,0
2,22,1,0
2,22,2,0
2,22,3,0
2,22,4,0
2,22,5,0
2,22,6,0
2,22,7,0
2,22,8,0.231536198
2,22,9,0.466892181
2,22,10,0.499227258
2,22,11,0.56592274
2,22,12,0.370141544
2,22,13,0.364879767
2,22,14,0.329568853
2,22,15,0.274549223
2,22,16,0.136966914
2,22,17,0
2,22,18,0
2,22,19,0
2,22,20,0
2,22,21,0
2,22,22,0
2,22,23,0
2,22,24,0
2,23,1,0
2,23,2,0
2,23,3,0
2,23,4,0
2,23,5,0
2,23,6,0
2,23,7,0
2,23,8,0.050795591
2,23,9,0.137016949
2,23,10,0.229795585
2,23,11,0.305052078
2,23,12,0.320818133
2,23,13,0.395022724
2,23,14,0.309355901
2,23,15,0.238285945
2,23,16,0.116867663
2,23,17,0
2,23,18,0
2,23,19,0
2,23,20,0
2,23,21,0
2,23,22,0
2,23,23,0
2,23,24,0
2,24,1,0
2,24,2,0
2,24,3,0
2,24,4,0
2,24,5,0
2,24,6,0
2,24,7,0
2,24,8,0.115195273
2,24,9,0.215076204
2,24,10,0.157548611
2,24,11,0.291621202
2,24,12,0.392757821
2,24,13,0.24040175
2,24,14,0.341817402
2,24,15,0.240931519
2,24,16,0.067829213
2,24,17,0
2,24,18,0
2,24,19,0
2,24,20,0
2,24,21,0
2,24,22,0
2,24,23,0
2,24,24,0
2,25,1,0
2,25,2,0
2,25,3,0
2,25,4,0
2,25,5,0
2,25,6,0
2,25,7,0
2,25,8,0.098288127
2,25,9,0.222422863
2,25,10,0.180652153
2,25,11,0.371143387
2,25,12,0.548046815
2,25,13,0.515595583
2,25,14,0.341926196
2,25,15,0.213987257
2,25,16,0.05481027
2,25,17,0
2,25,18,0
2,25,19,0
2,25,20,0
2,25,21,0
2,25,22,0
2,25,23,0
2,25,24,0
2,26,1,0
2,26,2,0
2,26,3,0
2,26,4,0
2,26,5,0
2,26,6,0
2,26,7,0
2,26,8,0.16820702
2,26,9,0.230425022
2,26,10,0.267498448
2,26,11,0.614508845
2,26,12,0.787166867
2,26,13,0.81314938
2,26,14,0.659638029
2,26,15,0.404145329
2,26,16,0.106506145
2,26,17,0
2,26,18,0
2,26,19,0
2,26,20,0
2,26,21,0
2,26,22,0
2,26,23,0
2,26,24,0
2,27,1,0
2,27,2,0
2,27,3,0
2,27,4,0
2,27,5,0
2,27,6,0
2,27,7,0
2,27,8,0.17896487
2,27,9,0.30548828
2,27,10,0.303037325
2,27,11,0.227877838
2,27,12,0.289345698
2,27,13,0.321989229
2,27,14,0.258351231
2,27,15,0.202600599
2,27,16,0.099509595
2,27,17,0
2,27,18,0
2,27,19,0
2,27,20,0
2,27,21,0
2,27,22,0
2,27,23,0
2,27,24,0
2,28,1,0
2,28,2,0
2,28,3,0
2,28,4,0
2,28,5,0
2,28,6,0
2,28,7,0
2,28,8,0.242068296
2,28,9,0.373511091
2,28,10,0.806884164
2,28,11,0.86934355
2,28,12,0.8679589
2,28,13,0.801793669
2,28,14,0.64841465
2,28,15,0.421613716
2,28,16,0.137519141
2,28,17,0
2,28,18,0
2,28,19,0
2,28,20,0
2,28,21,0
2,28,22,0
2,28,23,0
2,28,24,0
3,1,1,0
3,1,2,0
3,1,3,0
3,1,4,0
3,1,5,0
3,1,6,0
3,1,7,0
3,1,8,0.392234401
3,1,9,0.672450308
3,1,10,0.867055051
3,1,11,0.759505668
3,1,12,0.225614227
3,1,13,0.672540138
3,1,14,0.690203287
3,1,15,0.419631412
3,1,16,0.121990329
3,1,17,0
3,1,18,0
3,1,19,0
3,1,20,0
3,1,21,0
3,1,22,0
3,1,23,0
3,1,24,0
3,2,1,0
3,2,2,0
3,2,3,0
3,2,4,0
3,2,5,0
3,2,6,0
3,2,7,0
3,2,8,0.294111728
3,2,9,0.637076945
3,2,10,0.715552096
3,2,11,0.950604527
3,2,12,0.923988534
3,2,13,0.779998028
3,2,14,0.646109492
3,2,15,0.420671396
3,2,16,0.143891548
3,2,17,0
3,2,18,0
3,2,19,0
3,2,20,0
3,2,21,0
3,2,22,0
3,2,23,0
3,2,24,0
3,3,1,0
3,3,2,0
3,3,3,0
3,3,4,0
3,3,5,0
3,3,6,0
3,3,7,0
3,3,8,0.065752353
3,3,9,0.193760982
3,3,10,0.74962027
3,3,11,0.897049504
3,3,12,0.84152855
3,3,13,0.199536906
3,3,14,0.252154135
3,3,15,0.158707809
3,3,16,0.086232861
3,3,17,0
3,3,18,0
3,3,19,0
3,3,20,0
3,3,21,0
3,3,22,0
3,3,23,0
3,3,24,0
3,4,1,0
3,4,2,0
3,4,3,0
3,4,4,0
3,4,5,0
3,4,6,0
3,4,7,0
3,4,8,0.059515857
3,4,9,0.158202935
3,4,10,0.24327448
3,4,11,0.299607255
3,4,12,0.278857652
3,4,13,0.288303031
3,4,14,0.269043204
3,4,15,0.232818288
3,4,16,0.079369673
3,4,17,0
3,4,18,0
3,4,19,0
3,4,20,0
3,4,21,0
3,4,22,0
3,4,23,0
3,4,24,0
3,5,1,0
3,5,2,0
3,5,3,0
3,5,4,0
3,5,5,0
3,5,6,0
3,5,7,0
3,5,8,0.062222406
3,5,9,0.203968852
3,5,10,0.244255154
3,5,11,0.286138416
3,5,12,0.371973006
3,5,13,0.282668075
3,5,14,0.277214163
3,5,15,0.128800222
3,5,16,0.066785601
3,5,17,0
3,5,18,0
3,5,19,0
3,5,20,0
3,5,21,0
3,5,22,0
3,5,23,0
3,5,24,0
3,6,1,0
3,6,2,0
3,6,3,0
3,6,4,0
3,6,5,0
3,6,6,0
3,6,7,0
3,6,8,0.076402816
3,6,9,0.169295029
3,6,10,0.255350028
3,6,11,0.294626481
3,6,12,0.364729228
3,6,13,0.361230702
3,6,14,0.309998248
3,6,15,0.212063956
3,6,16,0.075918864
3,6,17,0
3,6,18,0
3,6,19,0
3,6,20,0
3,6,21,0
3,6,22,0
3,6,23,0
3,6,24,0
3,7,1,0
3,7,2,0
3,7,3,0
3,7,4,0
3,7,5,0
3,7,6,0
3,7,7,0
3,7,8,0.100960666
3,7,9,0.316540802
3,7,10,0.390301309
3,7,11,0.476487235
3,7,12,0.636264099
3,7,13,0.485157272
3,7,14,0.624347486
3,7,15,0.404194702
3,7,16,0.150512915
3,7,17,0
3,7,18,0
3,7,19,0
