Month,Day ,Hour,"Daggett, CA"
2,6,17,0
2,6,18,0
2,6,19,0
2,6,20,0
2,6,21,0
2,6,22,0
2,6,23,0
2,6,24,0
2,7,1,0
2,7,2,0
2,7,3,0
2,7,4,0
2,7,5,0
2,7,6,0
2,7,7,0
2,7,8,0
2,7,9,0.434138265
2,7,10,0.644127582
2,7,11,0.802205262
2,7,12,0.854645207
2,7,13,0.881035842
2,7,14,0.721574655
2,7,15,0.547756324
2,7,16,0.465577147
2,7,17,0
2,7,18,0
2,7,19,0
2,7,20,0
2,7,21,0
2,7,22,0
2,7,23,0
2,7,24,0
2,8,1,0
2,8,2,0
2,8,3,0
2,8,4,0
2,8,5,0
2,8,6,0
2,8,7,0
2,8,8,0
2,8,9,0.126158414
2,8,10,0.347611027
2,8,11,0.277655854
2,8,12,0.103442177
2,8,13,0.299810797
2,8,14,0.092059473
2,8,15,0.09529234
2,8,16,0.125297541
2,8,17,0
2,8,18,0
2,8,19,0
2,8,20,0
2,8,21,0
2,8,22,0
2,8,23,0
2,8,24,0
2,9,1,0
2,9,2,0
2,9,3,0
2,9,4,0
2,9,5,0
2,9,6,0
2,9,7,0
2,9,8,0
2,9,9,0.490841353
2,9,10,0.68385308
2,9,11,0.754794279
2,9,12,0.776389449
2,9,13,0.803188993
2,9,14,0.608339063
2,9,15,0.507370217
2,9,16,0.444827175
2,9,17,0
2,9,18,0
2,9,19,0
2,9,20,0
2,9,21,0
2,9,22,0
2,9,23,0
2,9,24,0
2,10,1,0
2,10,2,0
2,10,3,0
2,10,4,0
2,10,5,0
2,10,6,0
2,10,7,0
2,10,8,0
2,10,9,0.454923858
2,10,10,0.627380211
2,10,11,0.827916705
2,10,12,0.863490844
2,10,13,0.827724338
2,10,14,0.805505997
2,10,15,0.691956677
2,10,16,0.461274976
2,10,17,0.270711853
2,10,18,0
2,10,19,0
2,10,20,0
2,10,21,0
2,10,22,0
2,10,23,0
2,10,24,0
2,11,1,0
2,11,2,0
2,11,3,0
2,11,4,0
2,11,5,0
2,11,6,0
2,11,7,0
2,11,8,0
2,11,9,0.424731956
2,11,10,0.653656642
2,11,11,0.752021975
2,11,12,0.809284949
2,11,13,0.787506809
2,11,14,0.774110733
2,11,15,0.464483098
2,11,16,0.397769444
2,11,17,0.053269462
2,11,18,0
2,11,19,0
2,11,20,0
2,11,21,0
2,11,22,0
2,11,23,0
2,11,24,0
2,12,1,0
2,12,2,0
2,12,3,0
2,12,4,0
2,12,5,0
2,12,6,0
2,12,7,0
2,12,8,0.22081654
2,12,9,0.52614512
2,12,10,0.722788444
2,12,11,0.812307401
2,12,12,0.759580644
2,12,13,0.893659622
2,12,14,0.777053205
2,12,15,0.405313534
2,12,16,0.214101848
2,12,17,0.25580578
2,12,18,0
2,12,19,0
2,12,20,0
2,12,21,0
2,12,22,0
2,12,23,0
2,12,24,0
2,13,1,0
2,13,2,0
2,13,3,0
2,13,4,0
2,13,5,0
2,13,6,0
2,13,7,0
2,13,8,0.061869732
2,13,9,0.260993781
2,13,10,0.17492307
2,13,11,0.155802355
2,13,12,0.528583018
2,13,13,0.580337969
2,13,14,0.651537783
2,13,15,0.268580705
2,13,16,0.074651475
2,13,17,0.122274089
2,13,18,0
2,13,19,0
2,13,20,0
2,13,21,0
2,13,22,0
2,13,23,0
2,13,24,0
2,14,1,0
2,14,2,0
2,14,3,0
2,14,4,0
2,14,5,0
2,14,6,0
2,14,7,0
2,14,8,0.123471221
2,14,9,0.503358908
2,14,10,0.646535473
2,14,11,0.802118533
2,14,12,0.854836889
2,14,13,0.908954583
2,14,14,0.847809795
2,14,15,0.69382981
2,14,16,0.515412208
2,14,17,0.225849727
2,14,18,0
2,14,19,0
2,14,20,0
2,14,21,0
2,14,22,0
2,14,23,0
2,14,24,0
2,15,1,0
2,15,2,0
2,15,3,0
2,15,4,0
2,15,5,0
2,15,6,0
2,15,7,0
2,15,8,0.266671547
2,15,9,0.536265582
2,15,10,0.742278891
2,15,11,0.859019384
2,15,12,0.911545021
2,15,13,0.863254801
2,15,14,0.575921017
2,15,15,0.622166686
2,15,16,0.499675812
2,15,17,0.277762257
2,15,18,0
2,15,19,0
2,15,20,0
2,15,21,0
2,15,22,0
2,15,23,0
2,15,24,0
2,16,1,0
2,16,2,0
2,16,3,0
2,16,4,0
2,16,5,0
2,16,6,0
2,16,7,0
2,16,8,0.043904074
2,16,9,0.055581404
2,16,10,0.094578526
2,16,11,0.355034295
2,16,12,0.13973386
2,16,13,0.869573642
2,16,14,0.811061125
2,16,15,0.673488891
2,16,16,0.505394573
2,16,17,0.262801034
2,16,18,0
2,16,19,0
2,16,20,0
2,16,21,0
2,16,22,0
2,16,23,0
2,16,24,0
2,17,1,0
2,17,2,0
2,17,3,0
2,17,4,0
2,17,5,0
2,17,6,0
2,17,7,0
2,17,8,0.27430685
2,17,9,0.556798632
2,17,10,0.758318127
2,17,11,0.875165838
2,17,12,0.910058047
2,17,13,0.944458556
2,17,14,0.867184548
2,17,15,0.733394067
2,17,16,0.535379663
2,17,17,0.291191791
2,17,18,0
2,17,19,0
2,17,20,0
2,17,21,0
2,17,22,0
2,17,23,0
2,17,24,0
2,18,1,0
2,18,2,0
2,18,3,0
2,18,4,0
2,18,5,0
2,18,6,0
2,18,7,0
2,18,8,0.168013023
2,18,9,0.499062182
2,18,10,0.624409864
2,18,11,0.809979439
2,18,12,0.874939482
2,18,13,0.523798093
2,18,14,0.387773266
2,18,15,0.451829093
2,18,16,0.41901183
2,18,17,0.282389112
2,18,18,0
2,18,19,0
2,18,20,0
2,18,21,0
2,18,22,0
2,18,23,0
2,18,24,0
2,19,1,0
2,19,2,0
2,19,3,0
2,19,4,0
2,19,5,0
2,19,6,0
2,19,7,0
2,19,8,0.092335871
2,19,9,0.258305852
2,19,10,0.681279445
2,19,11,0.779313537
2,19,12,0.833523412
2,19,13,0.847764713
2,19,14,0.815051213
2,19,15,0.396260371
2,19,16,0.291723106
2,19,17,0.22298274
2,19,18,0
2,19,19,0
2,19,20,0
2,19,21,0
2,19,22,0
2,19,23,0
2,19,24,0
2,20,1,0
2,20,2,0
2,20,3,0
2,20,4,0
2,20,5,0
2,20,6,0
2,20,7,0
2,20,8,0.026363341
2,20,9,0.449971196
2,20,10,0.104339883
2,20,11,0.252437525
2,20,12,0.141637969
2,20,13,0.809267667
2,20,14,0.353654165
2,20,15,0.355539797
2,20,16,0.193589466
2,20,17,0.148681505
2,20,18,0
2,20,19,0
2,20,20,0
2,20,21,0
2,20,22,0
2,20,23,0
2,20,24,0
2,21,1,0
2,21,2,0
2,21,3,0
2,21,4,0
2,21,5,0
2,21,6,0
2,21,7,0
2,21,8,0.142558896
2,21,9,0.055296962
2,21,10,0.547642235
2,21,11,0.224655193
2,21,12,0.399489628
2,21,13,0.212084442
2,21,14,0.380765775
2,21,15,0.28128198
2,21,16,0.507122592
2,21,17,0.30373894
2,21,18,0
2,21,19,0
2,21,20,0
2,21,21,0
2,21,22,0
2,21,23,0
2,21,24,0
2,22,1,0
2,22,2,0
2,22,3,0
2,22,4,0
2,22,5,0
2,22,6,0
2,22,7,0
2,22,8,0.296807714
2,22,9,0.575347948
2,22,10,0.776087157
2,22,11,0.899240599
2,22,12,0.960005295
2,22,13,0.933420397
2,22,14,0.863674636
2,22,15,0.752033254
2,22,16,0.543295591
2,22,17,0.287660714
2,22,18,0
2,22,19,0
2,22,20,0
2,22,21,0
2,22,22,0
2,22,23,0
2,22,24,0
2,23,1,0
2,23,2,0
2,23,3,0
2,23,4,0
2,23,5,0
2,23,6,0
2,23,7,0
2,23,8,0.050923954
2,23,9,0.123882153
2,23,10,0.270201851
2,23,11,0.853968065
2,23,12,0.850990928
2,23,13,0.889628495
2,23,14,0.632564994
2,23,15,0.178102656
2,23,16,0.079478491
2,23,17,0.11749221
2,23,18,0
2,23,19,0
2,23,20,0
2,23,21,0
2,23,22,0
2,23,23,0
2,23,24,0
2,24,1,0
2,24,2,0
2,24,3,0
2,24,4,0
2,24,5,0
2,24,6,0
2,24,7,0
2,24,8,0.052605249
2,24,9,0.50421333
2,24,10,0.755608867
2,24,11,0.910543947
2,24,12,0.973288454
2,24,13,0.948555845
2,24,14,0.839087965
2,24,15,0.699214847
2,24,16,0.502294191
2,24,17,0.279557013
2,24,18,0
2,24,19,0
2,24,20,0
2,24,21,0
2,24,22,0
2,24,23,0
2,24,24,0
2,25,1,0
2,25,2,0
2,25,3,0
2,25,4,0
2,25,5,0
2,25,6,0
2,25,7,0
2,25,8,0.291822062
2,25,9,0.561814331
2,25,10,0.753624221
2,25,11,0.880033627
2,25,12,0.947356483
2,25,13,0.952676867
2,25,14,0.873026983
2,25,15,0.676363335
2,25,16,0.505679881
2,25,17,0.278780844
2,25,18,0
2,25,19,0
2,25,20,0
2,25,21,0
2,25,22,0
2,25,23,0
2,25,24,0
2,26,1,0
2,26,2,0
2,26,3,0
2,26,4,0
2,26,5,0
2,26,6,0
2,26,7,0
2,26,8,0.211295468
2,26,9,0.574376148
2,26,10,0.771442008
2,26,11,0.847496711
2,26,12,0.950217721
2,26,13,0.926904518
2,26,14,0.837930791
2,26,15,0.749652622
2,26,16,0.536302117
2,26,17,0.289667334
2,26,18,0
2,26,19,0
2,26,20,0
2,26,21,0
2,26,22,0
2,26,23,0
2,26,24,0
2,27,1,0
2,27,2,0
2,27,3,0
2,27,4,0
2,27,5,0
2,27,6,0
2,27,7,0
2,27,8,0.312320035
2,27,9,0.566895885
2,27,10,0.777057893
2,27,11,0.881826134
2,27,12,0.914436774
2,27,13,0.852732319
2,27,14,0.817562835
2,27,15,0.360665177
2,27,16,0.159575128
2,27,17,0.195569827
2,27,18,0
2,27,19,0
2,27,20,0
2,27,21,0
2,27,22,0
2,27,23,0
2,27,24,0
2,28,1,0
2,28,2,0
2,28,3,0
2,28,4,0
2,28,5,0
2,28,6,0
2,28,7,0
2,28,8,0.295754047
2,28,9,0.526276626
2,28,10,0.713526703
2,28,11,0.900556258
2,28,12,0.949402571
2,28,13,0.850734986
2,28,14,0.877743178
2,28,15,0.687460625
2,28,16,0.542098005
2,28,17,0.299251676
2,28,18,0
2,28,19,0
2,28,20,0
2,28,21,0
2,28,22,0
2,28,23,0
2,28,24,0
3,1,1,0
3,1,2,0
3,1,3,0
3,1,4,0
3,1,5,0
3,1,6,0
3,1,7,0
3,1,8,0.299099997
3,1,9,0.557003237
3,1,10,0.779411158
3,1,11,0.855095278
3,1,12,0.874590741
3,1,13,0.593523821
3,1,14,0.607148031
3,1,15,0.403989048
3,1,16,0.135196302
3,1,17,0.111734374
3,1,18,0
3,1,19,0
3,1,20,0
3,1,21,0
3,1,22,0
3,1,23,0
3,1,24,0
3,2,1,0
3,2,2,0
3,2,3,0
3,2,4,0
3,2,5,0
3,2,6,0
3,2,7,0
3,2,8,0.279178342
3,2,9,0.559104185
3,2,10,0.732014328
3,2,11,0.831981435
3,2,12,0.90183871
3,2,13,0.890810263
3,2,14,0.857325641
3,2,15,0.733285736
3,2,16,0.537392745
3,2,17,0.286500947
3,2,18,0
3,2,19,0
3,2,20,0
3,2,21,0
3,2,22,0
3,2,23,0
3,2,24,0
3,3,1,0
3,3,2,0
3,3,3,0
3,3,4,0
3,3,5,0
3,3,6,0
3,3,7,0
3,3,8,0.11799803
3,3,9,0.18469796
3,3,10,0.218262728
3,3,11,0.386725119
3,3,12,0.326082719
3,3,13,0.306484886
3,3,14,0.254799243
3,3,15,0.155850257
3,3,16,0.144081002
3,3,17,0.083103788
3,3,18,0
3,3,19,0
3,3,20,0
3,3,21,0
3,3,22,0
3,3,23,0
3,3,24,0
3,4,1,0
3,4,2,0
3,4,3,0
3,4,4,0
3,4,5,0
3,4,6,0
3,4,7,0
3,4,8,0.323852034
3,4,9,0.597924159
3,4,10,0.780691341
3,4,11,0.843828701
3,4,12,0.721404887
3,4,13,0.820911847
3,4,14,0.823146495
3,4,15,0.644349025
3,4,16,0.39071153
3,4,17,0.257613611
3,4,18,0
3,4,19,0
3,4,20,0
3,4,21,0
3,4,22,0
3,4,23,0
3,4,24,0
3,5,1,0
3,5,2,0
3,5,3,0
3,5,4,0
3,5,5,0
3,5,6,0
3,5,7,0
3,5,8,0.305590734
3,5,9,0.546915876
3,5,10,0.74308916
3,5,11,0.910442469
3,5,12,0.944864073
3,5,13,0.957391603
3,5,14,0.865073559
3,5,15,0.73716007
3,5,16,0.525333722
3,5,17,0.278227594
3,5,18,0
3,5,19,0
3,5,20,0
3,5,21,0
3,5,22,0
3,5,23,0
3,5,24,0
3,6,1,0
3,6,2,0
3,6,3,0
3,6,4,0
3,6,5,0
3,6,6,0
3,6,7,0
3,6,8,0.319766484
3,6,9,0.565255241
3,6,10,0.72655559
3,6,11,0.827980366
3,6,12,0.88158986
3,6,13,0.862271773
3,6,14,0.799249345
3,6,15,0.684752217
3,6,16,0.524628453
3,6,17,0.265123453
3,6,18,0
3,6,19,0
3,6,20,0
3,6,21,0
3,6,22,0
3,6,23,0
3,6,24,0
3,7,1,0
3,7,2,0
3,7,3,0
3,7,4,0
3,7,5,0
3,7,6,0
3,7,7,0
3,7,8,0.289236323
3,7,9,0.572710673
3,7,10,0.767814857
3,7,11,0.817479296
3,7,12,0.85659877
